Strategy,Participant Id,NLL,mai_acc,mp_acc,pai_acc,Session,Tested w/ XAI,XAIType,sensitivity,k,retrieval_threshold,appId,scaling_factor,explanation_type
Sensitive-features categorization,67ebb067dca1f7cf408ca0bd,0.632588146466079,0.4444444444444444,0.7222222222222222,0.5,1,w/ XAI,importance,1.0,1,-3.230794105358396,wine_quality,,
Sensitive-features categorization,67f05ce092cdcc0392692398,0.6931471803599453,0.5,0.4444444444444444,0.7222222222222222,1,w/ XAI,importance,75.22409531644895,2,-0.8134585713151727,wine_quality,,
Sensitive-features categorization,67e9793b509ebd40efb7f232,0.6647569719571531,0.5555555555555556,0.6666666666666666,0.5555555555555556,1,w/ XAI,importance,1.0,5,-1.7659320855844824,wine_quality,,
Sensitive-features categorization,5f85bcb11941de066ef7d941,0.5986876750579083,0.6666666666666666,0.6111111111111112,0.9444444444444444,1,w/ XAI,importance,6.626225859284821,5,-3.829929862401051,wine_quality,,
Sensitive-features categorization,67ef8c6bf0eff27d92180ffe,0.46209812020663016,0.7222222222222222,0.6111111111111112,0.7777777777777778,1,w/ XAI,importance,48.54207970613441,4,-0.8546054058122774,wine_quality,,
Sensitive-features categorization,6314bc49055e150c92f4736e,0.6931471803599453,0.5,0.3333333333333333,0.6111111111111112,1,w/ XAI,importance,85.05175238514656,3,-0.7910631385986853,forest_cover,,
Sensitive-features categorization,5a53d878acc75b000179e52e,0.613345304094786,0.5555555555555556,0.6666666666666666,0.6666666666666666,1,w/ XAI,importance,1.0,1,-1.8291801389418043,forest_cover,,
Sensitive-features categorization,67e490097896ae803bd5629f,0.5233861785852559,0.5555555555555556,0.7222222222222222,0.6111111111111112,1,w/ XAI,importance,5.844517991870162,4,-3.2627452792821736,forest_cover,,
Sensitive-features categorization,660b2346862ff2a3da9cfe3e,0.34511238533786254,0.5555555555555556,0.7777777777777778,0.5555555555555556,1,w/ XAI,importance,9.922649965605029,2,-2.729456572898818,forest_cover,,
Sensitive-features categorization,6647847aebad277cab0e44a9,0.3976531918109399,0.5,0.8333333333333334,0.4444444444444444,1,w/ XAI,importance,14.99943208302809,1,-3.6586368491413626,wine_quality,,
Sensitive-features categorization,67ebf19f98ff3e509e425e58,0.391804408761124,0.6111111111111112,0.6666666666666666,0.8333333333333334,1,w/ XAI,importance,100.0,5,-2.380620057016006,wine_quality,,
Sensitive-features categorization,676a24c4766af0941f2060db,0.6931471803599453,0.5,0.7777777777777778,0.6111111111111112,1,w/ XAI,importance,3.289764130931052,1,-0.5890089238363956,wine_quality,,
Sensitive-features categorization,66d0a375c1c8aa9cac493997,0.5569122271969833,0.4444444444444444,0.6666666666666666,0.6666666666666666,1,w/ XAI,importance,2.1552976345220523,1,-2.0560307858052242,wine_quality,,
Sensitive-features categorization,67cf4b70e6b8ec5652552042,0.6931471803599453,0.5,0.3333333333333333,0.6111111111111112,1,w/ XAI,importance,91.31181826111238,3,-0.8122424387589522,wine_quality,,
Sensitive-features categorization,67ebcd26fcd7c2ee469b8533,0.6931471803599453,0.5,0.5555555555555556,0.8333333333333334,1,w/ XAI,importance,37.894499820726594,3,-0.6917957449858299,wine_quality,,
Sensitive-features categorization,61705235c277934df17055e6,0.47556775603728263,0.5,0.8333333333333334,0.6666666666666666,1,w/ XAI,importance,1.0,1,-1.8098305175270455,forest_cover,,
Sensitive-features categorization,677d8ca02a50ccdc47145568,0.6931471803599453,0.5,0.5555555555555556,0.3888888888888889,1,w/ XAI,importance,78.47160895846554,3,-0.6441673251423845,forest_cover,,
Sensitive-features categorization,66ea6bd034571ff4a00f2171,0.6419240917937976,0.6666666666666666,0.7222222222222222,0.9444444444444444,1,w/ XAI,importance,1.0,1,-3.6537261729702415,forest_cover,,
