Strategy,Participant Id,NLL,mai_acc,mp_acc,pai_acc,Session,Tested w/ XAI,XAIType,sensitivity,k,retrieval_threshold,appId,scaling_factor,explanation_type
Salient-features categorization,66155f791e225263cf193edc,0.6931471803599453,0.5,0.5555555555555556,0.3888888888888889,1,w/o XAI,importance,7.5247331217260545,3,-1.9728276460573202,forest_cover,,
Salient-features categorization,694167e2f5ff761c2827c4b9,0.6931471803599453,0.5,0.2777777777777778,0.4444444444444444,1,w/o XAI,importance,5.492068419548903,2,-2.1977881116853952,wine_quality,,
Salient-features categorization,6942672409b1bfc5c9df77f7,0.46881629901581245,0.6666666666666666,0.8333333333333334,0.6111111111111112,1,w/o XAI,importance,89.87967043983735,2,-2.832286810912392,forest_cover,,
Salient-features categorization,6941b944b1777f5a1109bdbb,0.5678371160312945,0.7777777777777778,0.8333333333333334,0.6111111111111112,1,w/o XAI,importance,1.0,1,-4.0,wine_quality,,
Attribution Sum,67ebb067dca1f7cf408ca0bd,0.42475381665125433,0.8888888888888888,0.8333333333333334,0.7222222222222222,1,w/o XAI,importance,,5,-3.961278344589736,wine_quality,2.0613337369380593,importance
Attribution Sum,67f05ce092cdcc0392692398,0.4852650734011344,0.6666666666666666,0.7777777777777778,0.6666666666666666,1,w/o XAI,importance,,4,-2.6945807493662493,wine_quality,4.223022230380253,importance
Attribution Sum,67e9793b509ebd40efb7f232,0.6824422995082979,0.4444444444444444,0.4444444444444444,0.5555555555555556,1,w/o XAI,importance,,2,-2.45732419626915,wine_quality,0.1,importance
Attribution Sum,5f85bcb11941de066ef7d941,0.6147937119294937,0.6666666666666666,0.7777777777777778,0.5555555555555556,1,w/o XAI,importance,,4,-4.0,wine_quality,1.2087515756275802,importance
Attribution Sum,680d5bc560f189075035787c,0.6931471803599453,0.5,0.2222222222222222,0.3888888888888889,1,w/o XAI,attribution,,4,-1.7624021165797439,wine_quality,1.2527335645851503,attribution
Attribution Sum,67e0e4d8556191648cf0bb6d,0.36394139831850114,0.9444444444444444,0.8333333333333334,0.7777777777777778,1,w/o XAI,attribution,,5,-3.5910757064023078,wine_quality,2.1190861182265306,attribution
Attribution Sum,66dba70d72b3d26e23c755df,0.6606248528848094,0.5,0.3888888888888889,0.5555555555555556,1,w/o XAI,attribution,,5,-1.5,wine_quality,8.0,attribution
Attribution Sum,636da58a0d76bbb9167dbf3e,0.5210257194902752,0.7222222222222222,0.7222222222222222,0.6666666666666666,1,w/o XAI,attribution,,2,-4.0,forest_cover,0.9727515894059128,attribution
Attribution Sum,67ef8c6bf0eff27d92180ffe,0.6565471102723625,0.8888888888888888,0.6666666666666666,0.6666666666666666,1,w/o XAI,importance,,5,-3.2374494007630243,wine_quality,1.3515350684484657,importance
Attribution Sum,6314bc49055e150c92f4736e,0.29977752237867844,0.6666666666666666,0.9444444444444444,0.7222222222222222,1,w/o XAI,importance,,5,-3.5590961730103157,forest_cover,2.023146840558481,importance
Attribution Sum,67e5566b1168a1cd37250362,0.5931354103308615,0.6666666666666666,0.7777777777777778,0.4444444444444444,1,w/o XAI,attribution,,3,-4.0,forest_cover,0.8441566524666151,attribution
Attribution Sum,5a53d878acc75b000179e52e,0.2793932965543562,0.6666666666666666,0.8333333333333334,0.6111111111111112,1,w/o XAI,importance,,3,-3.5555189405286782,forest_cover,1.3628987991703894,importance
Attribution Sum,67e268cbf13dcd115337894c,0.6579554520679527,0.5,0.4444444444444444,0.5,1,w/o XAI,attribution,,3,-2.2780930145187694,forest_cover,1.5687577127939993,attribution
Attribution Sum,6813da744902baf71269402d,0.692581408994313,0.6111111111111112,0.5,0.4444444444444444,1,w/o XAI,attribution,,5,-2.593121325801251,wine_quality,0.1,attribution
Attribution Sum,6766c25793c13fc95c767574,0.6161357626882803,0.6666666666666666,0.6666666666666666,0.5555555555555556,1,w/o XAI,attribution,,2,-2.2286900531950438,forest_cover,0.3360304127269367,attribution
Attribution Sum,67ed4e79983b8a8ba5517548,0.5806088233920869,0.7777777777777778,0.6111111111111112,0.8333333333333334,1,w/o XAI,attribution,,3,-4.0,wine_quality,1.5271356169062293,attribution
Attribution Sum,67faf61829e07433820ec62d,0.5192889743558748,0.7777777777777778,0.7222222222222222,0.5,1,w/o XAI,attribution,,2,-3.093322885608444,forest_cover,1.0931657845289828,attribution
Attribution Sum,67e490097896ae803bd5629f,0.03462438605509962,0.7222222222222222,1.0,0.7222222222222222,1,w/o XAI,importance,,3,-3.3824725059786838,forest_cover,8.0,importance
